,Text_Name,Text,Genre,Sentiment
 已经有一些跌停的加速在增多
 你比如说像什么卓益科技啦
 赛相科技啦
 对吧
 保鑫科技啦
 连城精密了
 这都是机器前两天比较强势的
 尤其是这个秦川机床
 秦川机床昨天也算是市场的一个高标
 结果今天也是直接就是第一开
 直接开盘就是一个跳水
 还有像这个明治电器也是一样的
 虽然明治电器没有那么惨
 也是走得不好
 还有像晶晶科技
 昨天很强的晶晶科技
 今天也是直接就是第一开
 所以其实今天开盘之后
 对这些高位的这些
 其实都已经有一定的隐患了
 对吧
 所以最后德联集团的炸板
 也是被整个市场的一个是高位走得不好
 另外一个也是因为军工板块
 跟芯片板块太强了
 对吧
 所以把这些汽车跟这个
 新的汽车跟机器人的资金都吸走了
 所以你能想来
 他为什么会来个天地板炸
 他也扛不住了
 一看周边的人全都挂了
 对吧
 所以最关键的原因就是因为今天中午
 有一条大家都知道的一个
 关于芯片的消息
 访问
 台积电的
 所以芯片板块今天下午中午一开盘之后
 以这个中芯国际为首的
 中芯国际你们可以看一下的
 一直在拉狂拉
 中芯国际曾经中午开盘之前
 他就已经开始拉了
 最后十分钟
 十一点二十分的时候开始拉
 一直拉到下午一点半的时候
 最高位拉了将近九个点
 也就是说随着中芯国际的拉
 拉升
 更加助长了芯片板块和军工板块的吸金作用
 直接就把这个其他的板块全部都带崩了
 然后德联才有了这个德联集团的天地板的一个扎板
 这都是一环扣一环
 所以今天整体来说
 市场的这么一个情绪的宣泄
 就是比较少见的
 因为今天有好几个天地板
 对吧
 后面好几个天地板都下来了
 另外今天是除了题材之外
 趋势股今天也有很多跌停的
 比如说像文灿股份
 对吧
 这几个纯新军工
 都是之前的高位爆团
 全部都跌停了
 所以这是今天比较头疼就在这个地方
 基本上今天出手的都是亏钱的
 除了这个少部分
 涨停的这37家里面主要还是集中在军工跟芯片
 尤其是军工板块的尾盘的修复
 尾盘军工板块很多股票都回风了
 你包括还有像长城军工
 富孙美
 淳中科技
 等等吧
 奥威通信也是尾盘回风的
 宝瑟股份
 中天火箭也是尾盘回风的
 炼石航空
 早晨军工板块比较强
 两个二进三
 一个是天沃科技
 那个天沃科技
 还有一个就是青岛双星
 他们两个的二进三直接也给军工板块
 也打下了一个基础
 比如说还有像今天
 除了军工之外
 今天芯片板块的大港股份和日银电子
 这两个也是很顽强的回风了
 大港股份昨天是上唐路
 今天上唐路不但没有跑还加仓了
 一反常态
 那当然也是因为芯片的利好消息
 包括今天华大九天盘中一度涨了20多个点
 这也是芯片
 你那个日银电子
 因为早晨汽车板块走得比较好
 也是在涨的是汽车电子和汽车芯片
 老的这些汽车股票走得很一般
 什么热管理
 什么一体化压住
 这些题材走得都不好
 走的都是汽车电子的这块
 日银电子最后也是扛住了
 那回风了
 包括大港股份
 这成为明天的高标股的两个唯一的
 包括日出东方今天也是比较
 抵抗力也是比较强
 收盘还是红盘的
 那明天就成为了一个所谓的观察的一个
 因为你现在连板高度就剩下日银电子这个高度了
 下面基本上都断层了
 直接到三板了
 你上面基本上就没有了
 就剩下日银电子的一个
 目前最高的一个四板的高度
 而且只有这一支
 所以你想现在连板接地的分娩是多么的差
 市场情绪是多么的恐慌
 所以市场情绪这种走势
 就算你是再高的高手
 你只要敢做接力的基本上都挂了
 而且今天大面也很多
 所以这种
 系统性风险的情况下
 泥沙俱下
 没有人能够
 能够躲避得了
 所以我觉得
 对于很多人来说可能这个时候
 空仓休息或者清仓休息
 更合适一些
 因为这个大家都知道
 演习的时间还有三天到七号才结束
 而且这期间还不断地有一些
 当然了我们这边
 到处在发生了
 问题是我看好像
 我看外围市场美国人还在涨
 所以到最后
 最受伤害的其实还是咱们的
 中国大A
 咱们的大A股咱们的股民们是最受伤的
 对吧
 这还没怎么着呢
 做个演习就是这么个情况
 另外今天这几个指标股走得很差
 大家看到了
 尤其是这个宁德时代
 宁德时代今天也是关键的时候
 也是在砸盘的宁德时代
 还有阳光电源今天
 跌了七个多点
 这都是核心的
 只有贵州茅台是红的
 包括中国人寿
 天气离夜这些都是砸盘的
 所以今天的负反馈
 非常的多
 另外今天科创版表现得不错
 科创版主要一度科创版表现得
 不错的原因就是因为它基本上芯片
 芯片高科技股票都在里面
 包括中国软件
 芯片这个板块还带动了软件板块
 中国软件还涨停了
 这都是跟这个自不可控
 两边较劲的
 核心的这个方向
 所以明天我觉得
 首先第一
 给大家说的因为很多人都在想
 明天要是修复的话
 能不能把今天跌停的一部分股票
 错杀的修复得了
 因为今天最明显的一个特点是
 高低切换
 凡是今天跌停的基本上都是在高位的
 因为你那个汽车
 新年汽车也好
 还是你这个什么
 压住一体化还是热管理
 还是什么纳粒子电池
 还是你的储能
 还是你的机器人都是在高位
 一般来说遇到
 风险的时候高位肯定是
 系统性的风险面前
 高位肯定是比低位它的风险要大
 对吧
 这些家伙今天已经很多
 今天其实已经有连续两个跌停到
 三个跌停的高位大家可以去查一下
 我的意思就是说
 如果要是这些高位股票
 你比说中大利得还相应来说
 它还算是今天还算是抵抗力
 还是稍微强一些的
 如果今天跌停了这些明天继续
 跌停那这些
 高位的标的要想再修复就很
 难了
 修复你是要用真金白印把它反包上去
 人气要重新聚拢
 很难
 除非是像中大这种
 首先今天已经表现出
 一定的抵抗能力
 如果明天能够进一步的修复
 那它的人气还能维持得住
 如果今天修复明天继续跳水不迭
 那人气就散了
 所以今天高低切换是一个很明显的
 一个现象资金自然而然到低位
 是避险
 你包括题材也是
 军工跟芯片这两个题材
 虽然是老题材
 但是在前期就没怎么长
 芯片板块长了几天
 军工板块也都是对吧
 按理说他们都是渣男板块
 但是这已经有两到三天的连续性了
 原因就在于他们都是
 低位的很多都是低位启示的
 再加上刚好这个
 事件对他们有利
 这个所谓的
 事件这个事件大家想一想
 每次股市的一个大的行情
 或者大的风险一定是伴随着
 大的政策的变化你比如说
 江西啊江西啊或者说
 这些大的政策支持
 要么就是一些突发性的事件
 你比如说这个
 新冠疫情造就了一个
 新冠的题材
 那这次这个事你说他还能
 还能说他不大吗对吧
 所以水迪哥说早晨的时候
 我们直播的时候就给大家说我说
 这都已经把它都围起来了
 你说你还能说你说就这么简单
 就是一个飞机下来降下来一个飞机
 再走了人就走了哪有这么简单的事情
 你等于已经把它
 同时也打开了另外一方面
 是吧那我们只要我们这次
 敢围你三天我下次就可以围你一个月
 不给你
 出来的机会是不是
 已经切断了他很多的这个海空
 海对吧
 航空啊海陆啊都
 给你断掉
 这个对再加上双方
 现在有可能这种对
 对峙过程中有可能也会出现类似
 擦枪擦枪走火的一种可能性
 所以这些不确定性今天对
 今天的市场也是有影响的
 对吧我们也能明显的感受到今天
 大盘的成交量是放量的
 大盘的成交量是放量的
 这还是在这个
 诶
 成交量是一万一千多个
 是吧比昨天缩了六百多个
 但是最后尾盘的时候是放量
 而且北向资金今天的走势非常的
 恶劣北向资金早晨
 最多流入了将近
 四十个亿三十六个亿这个到
 流出了近流出了十个多个亿
 一直在往外跑
 你就更别说咱们的内资了是吧
 要不然今天为什么会放量呢
 所以这是让人比较
 头疼的地方那么明天
 礼拜四也很关键了
 你别家伙就像今天一样
 早晨有修复下午继续大跳水
 那要是明天呢明天要是早晨
 再修复你看这筹资金就更不赶
 进了因为就怕再
 再上演一次今天这种行情
 很多人今天早晨是追进去的
 当时觉得很安全
 对吧
 毕竟昨天是个大跌嘛
 但是今天
 就是这么个情况
 所以市场
 不确定性却是比较大的
 再加上没有别的新的题材
 就现在就只是军工跟芯片
 所以资金在这个位置
 包括一部分量化资金也在砸盘
 这种市场这种我们的
 这个市场现在变得为什么这么的极端
 对吧跟这种核按钮
 跟这个量化资金有很大的关系
 你就拿这个谁拿这个今天天地板的这个德联集团
 你不管是谁砸的盘
 不管是赵老哥也好是苏南邦也好
 对吧还是谁也好
 他们都是
 都是买了一千多
 至少买了一千多万的资金
 的筹码一千多万
 或者两千多万甚至还有四五千万的
 他们这种核按钮一下子
 对吧
 摁下来的时候包括量化资金
 量化资金他们是触发的
 也就是说你可能只砸了一千多万
 你直接从那个高位直接
 一个核按钮砸了一千多万
 但是对于量化资金来说他也打板了
 他们的这个量化策略就是
 一旦发现有大单
 在掌体板的位置砸
 他们瞬间也会激发他们的
 做空机制
 也就是说那个位置
 也可能也有量化资金跟着去砸了
 那是电脑瞬间反应过来了
 比你的人手动反应要快
 那人家的那个设置就是
 如果一旦有大单砸盘
 他马上就会跟的
 他会跟上去就跟他打板的时候
 他会跟着大资金往里打
 是一样的道理他是自动触发的
 所以管理层
 对目前这种情况
 我不知道他们是怎么想的
 就这种所谓的天地板
 这还引不起他们的
 重视吗
 对吧
 你说这个涨幅超过多少是异动
 这才叫异动啊
 从掌体板到电体板只用了
 十几秒的时间
 你不去查查背后的原因啊
 对吧
 否则你这一纸股票把整个市场的情绪
 全都带崩了
 这种所谓的天地板对市场的情绪的
 打压打击是非常大的
 你要是缓缓的跌下来
 你至少让大家有一个接受的过程
 你直接几秒钟
 你就把它从掌体到电
 而且是市场最高标
 这应该让管理层好好去查一查吧
 是不是
 所以目前
 其他的没有了
 时间的原因是一个有点晚
 我也不给大家多啰嗦了
 明天咱们走一步看一步好吧
 今天直播一直在给大家提醒
 这个时候
 尽量是休息
 等明后两天咱们根据情况再看
 要看看修复的这么一个情况
 修复的方向
 另外还要看看恐慌的程度
 再决定自己的出手
 因为如果还像今天这样恐慌的话
 就算是市场中还有一些机会
 打板的连板的机会
 都得放弃
 你的概率太小
 你很有可能进去之后就踩到地雷了
 所以这个时候恐慌指数反而
 比赚钱效应要
 重要得多
 这时候是系统性的风险
 给大家提醒一下
 其他没有了
 咱们明天早晨跟你相关的消息再做解读
 拜拜",投资理财,1.0
93,深度解读《雍正王朝》- 史君说历史 - 影视.txt,"这是一部里程碑式的历史剧
 1999年1月在央视上映后
 很快就创造了16.7的收视奇迹
 并且一举拿下了当年的非天奖与金英奖
 都半径50万人打出9.1的高分
 在无数人心中奉为经典
 从导演到剧本到演员良心到爆
 这部剧就是雍正王朝
 它脱胎于二月河的畅销小说《雍正皇帝》
 金牌编剧刘和平经过两年的清历打磨
 演员阵容更是可以用豪华来形容
 当时剧组去找焦黄饰演康熙帝
 焦黄老师表示
 对不起本人不演电视剧
 尤其不演替光头说现代化的清空剧
 结果看了剧本之后不出十天就赶到剧组
 据说唐国强在看到剧本之后非常满意
 但是由于气质过于儒雅而被婉拒
 而他坚持要试镜
 并凭借着对雍正深度的理解
 成为饰演雍正的最佳人选
 为了更好地理解雍正这个角色
 唐国强反复阅读雍正皇帝原著
 甚至闭门谢客两个月
 得出自己对雍正帝的理解
 在人格上孤独
 在精神上孤独
 在情感上孤独
 在行为上孤独
 在追求上孤独的极端孤独者
 如果你喜欢历史剧
 任何时候重温这部经典
 都能带来灵魂的震撼
 而如果你没看过这部剧
 至少听我说完
 康熙46年
 林口大雨
 黄河爆炸
 河南山东多处河堤绝口
 无数百姓
 此时大清朝虽然表面上依旧光鲜
 但平河中隐藏着巨大的遗憾
 曾经灭敖拜平三番
 收复台湾大外各尔丹
 文治武功无人能比的康熙帝
 如今已经渐渐老去
 更多的尸物
 则交给自己的儿子们处理
 龙生九子各有不同
 而这场大灾难
 则把真龙天子的儿子们
 推到了历史车轮前
 上演了一出九子夺嫡的大戏
 首先登场的是我们熟悉的赵真吉
 不是太子印仍
 康熙帝的原地打转转
 我们这位太子爷爷
 也忙着和康熙的妃子郑春华打转转
 书中有交代
 这太子嘴上玩火
 话也没听
 嘟嘟囔囔的说着
 瞎吧瞎吧
 老天爷千万别听语
 这心态吧
 就有点唯恐天下不乱的意思
 不知道是不是因为太子身体素质不行
 总归没耽搁太久
 急慌慌的从御花园赶回了秦清宫
 正好被老爷子揪住
 印仍
 你是太子
 你说该怎么办
 印仍的回答很官方
 应该马上救灾
 马上修河堤
 而当康熙问出具体实施措施的时候
 他却哑口无言
 说不出半个字来
 只好灵机一动说道
 皇阿玛英明锐断
 自有主张
 朕是有主张
 朕现在问的是你有什么主张
 斗鸡令在平时可能还有效
 而当真的需要你办事的时候
 就会变得非常的可笑
 我们每个人都有当众出丑的经历
 我们每个人也都见过别人当众出丑
 看到别人出丑时
 有的人暗自高兴
 有的人替他心交
 而有的人则在寻找出路
 处于灵河博弈中的九子
 看到拥有优质资源的太子出丑
 最自然的反应就是幸灾乐祸了
 老九和老十飞快地交换了一个表情
 都快要笑出了声
 而其他阿哥虽未如此轻浮
 但也都是心情愉悦
 唯独有两个人与众不同
 一个就是我们熟悉的老爸
 他眼关鼻
 鼻关心
 神情肃然
 而且把握时机
 主动出击
 皇阿玛
 儿臣有话要说
 另一个人就是十三阿哥
 他一面交心着太子的处境
 一面看着周围的阔位
 心想
 四哥
 你也该来了吧
 一条黄河千古泛滥
 历朝历代
 哪一年百姓不受黄昏之苦
 可自皇阿玛当国以来
 淡经节律
 亲历至何
 百姓不受黄昏之苦
 达三十年之久
 变良古策
 古来治理黄河者
 不但未有如皇阿玛之功
 亦未有皇阿玛之成
 此次黄昏呼发
 不在人世
 纯属天灾
 老八的发言
 忠心思想有三层
 第一层就是黄河身为母亲河
 这个母亲吧
 最大的问题就是脾气不好
 没事就发大水
 所以这不是老爷子您的锅
 第二层呢
 就是皇阿玛
 您都劝了黄河母亲很多年了
 该讲的道理都讲了
 该做的准备工作也都做了
 黄河母亲呢
 在您当朝的时候
 发脾气都算少的了
 这不但不是您的锅
 还是您的功劳
 第三层呢
 就是这次黄河母亲发飙
 纯粹就是无敌取闹
 和您呢
 没有半点关系
 所以啊
 您老人家别着急
 皇阿玛怀幽冥之心则可
 宝自救之意则不必
 此话一出
 整个宫内的气氛
 一片祥和嘛
 掩然一副
 对嘛
 你看咱家紧张啥
 的气氛
 就连康齐老爷子的表情
 也轻松了不少
 是一老八
 接着戳
 但是呀
 偏偏就有人抬杠
 八哥
 你不要忘
 康齐43年
 黄河也发了一次大水
 这配合着天空中的一道闪电
 啪啪的打脸
 老八和老八
 三年两次大水
 真的只是黄河老母亲脾气不好吗
 难道没有人祸的成分吗
 不过呀
 八哥自有办法圆回来
 这正是我要说的
 康齐43年黄河发水
 各地都府
 为了从国库掏银子
 将灾情无限夸大
 其结果是
 所报灾情的
 府县人数
 与实际情况大不相符
 因此
 儿臣感断言
 此次灾情所报
 也不像奏折上那样巨大
 大体意思是说
 你说的没错
 三年前那场大水
 就是人祸
 本身没啥大事
 就是各级官员
 为了骗震灾的补助
 虚报假报
 而且我还就说了
 今年也差不多
 无非就是骗补助
 根本无需
 大惊小怪
 老是都忍不住
 还好了
 随后呀
 老八就提出了解决方案
 既然不是啥大问题
 咱按章办事就好
 没良的舍分支援一下
 然后再花点钱修修河堤
 完美解决
 不过不和谐的声音
 再次响起
 儿臣印针有话前奏
 领导层最忌讳的事情
 就是拍脑袋
 上面一张嘴
 下面跑断腿
 缺乏事情进展的关键信息
 总会让整个决策
 偏离预定轨道
 走上一条不归路
 而印针则带着满脚的泥
 了解到了一线的真实信息
 就是你老八提出的解决方案呀
 根本就是空头制票
 你说把林省的粮调过来支持
 林省压根就没粮
 你说在户部拨钱去修河堤
 户部压根就没钱
 而且还呈上了自己刚刚制作好的PPT
 皇上看了PPT啥都明白了
 把太子和老八都一顿批评
 这时候呀是最关键的时候了
 领导需要了解真实情况
 但是相比于花坑的下属
 更需要的是田坑的下属
 老四你花坑是花得不错
 但是眼前这个烂摊子
 你可有应对之策呀
 那印针自然已经做好了准备
 一方面把为数不多的钱拿出来救急
 另一方面需要派钦差大臣
 去负责流游的江南薅羊毛
 理儿是这么个理儿
 但是这羊毛就能那样等着让你薅吗
 江南可是老八的实力范畴
 如果薅不回来羊毛
 恐怕你要担得罪就更大了
 印针又会如何应对呢
 这个呀我们下期再说",影视,1.0
